id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating
1030000000000000000,https://www.airbnb.com/rooms/1034722814589239236,"*Huge, bright, private 2Bedroom*","Bright and airy newly renovated 2 Bedroom / 2 Bathroom apartment near downtown Albany.  Located on the ground floor of one of Albany’s oldest townhomes, the apartment is a blend of rich historical architecture with new, modern furnishings.   <br /><br />Featuring high ceilings, wide plank floors and rich details, the living spaces are ample in size and both bedrooms feature queen size beds with luxurious bedding.  The kitchen features all new appliances, cookware and utensils.",130404008,Michael,15/05/17,"New York, NY",within an hour,100%,94%,f,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,4,2,2 baths,2,2,1,4
1040000000000000000,https://www.airbnb.com/rooms/1040121861433023182,Good Vibes Only,"Discreet,quiet and comfortable ..nice small place to Netflix n chill for the night…responsible smoking and cooking ok",519143007,Philip,09/06/23,"Albany, NY",within an hour,91%,94%,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,49,4.73
1040000000000000000,https://www.airbnb.com/rooms/1040624808363695229,Safe - Sweet -Serene - Long Term,"Ask about our monthly pricing! This space offers the perfect retreat for both business and leisure travelers seeking comfort and convenience.<br /><br />Location:<br />In the majestic Empire Plaza, with unparalleled access to Albany's most renowned attractions. <br /><br />Steps away from the New York State Capitol, the New York State Museum, and the Corning Tower Observation Deck. Stroll through the Empire State Plaza Art Collection or venture into the nearby neighborhoods for a taste of Albany's diverse culinary scene",42708277,Rodney,27/08/15,"New York, NY",within an hour,100%,98%,f,8,9,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,0,2,30,4.87
1040000000000000000,https://www.airbnb.com/rooms/1041185569146627476,"Great Value for Groups!  5 Beds!  W/D, & Driveway!","✔ 4 Bedrooms with 5 Beds, plus a sofa bed!  <br />✔ Dedicated workspaces<br />✔ Washer & dryer and much more <br />✔ Ideal for corporate housing, travel nurses, or friends/family vacations!<br />✔ Clean.  WiFi.  Quick host responses.<br />✔ Universities, Hospitals and more; all close by!",65282034,Michael,31/03/16,,within an hour,99%,99%,t,34,42,"['email', 'phone']",Entire home,Entire home/apt,10,1.5,1.5 baths,4,5,22,4.73
1040000000000000000,https://www.airbnb.com/rooms/1043565517982254841,2 bed room Apartment,"Step into Fortune Suites, a recently revamped Two-bedroom apartment ideally situated within 8 to 10 minutes' drive of Albany Med, Times Union Center, and other local attractions. Street parking is hassle-free, accommodating up to 4 Non-smoking guests. Toiletries are provided, and we kindly request keeping noise levels down after 9:00 pm. Rest assured, high-speed internet is included for your convenience. Welcome and enjoy your stay!",212885959,Osas,31/08/18,,within an hour,100%,100%,f,1,2,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,13,4.38
1040000000000000000,https://www.airbnb.com/rooms/1043698525924990350,Charming 1920s house sleeps 6-7,"Keep it simple at this charming and centrally-located place on a safe, quiet street. 30 minutes to Saratoga Racetrack and minutes from restaurants, shopping, SUNY Albany, parks, access to the Northway/Thruway. Enjoy the front porch or relax in the backyard with patio seating, fire pit, and grill. Driveway and garage with enough parking for multiple cars. This 1920s house has squeaks and quirks so if you want super modern it’s not for you! Sleeps 7 if you include the porch",30218591,Rebecca,29/03/15,"Albany, NY",N/A,N/A,N/A,f,1,3,"['email', 'phone']",Entire home,Entire home/apt,7,1.5,1.5 baths,3,3,0,
1050000000000000000,https://www.airbnb.com/rooms/1046458066266475264,Spacious & Comfortable Bedroom,"PLEASE READ: 2 dogs live in this listing.<br /><br />Enjoy your stay in my cozy apartment located in the heart of Albany. This inviting bedroom offers plenty of space to relax & unwind.<br /><br />Nearby Attractions: Just a short distance from UAlbany, the library, & the beautiful Washington Park, perfect for a leisurely stroll or a refreshing jog.<br /><br />Whether you're in town for business, visiting family, or just exploring Albany, my home offers a perfect base for your stay. I look forward to hosting you!",192312997,Natasha,29/05/18,"Albany, NY",within an hour,100%,72%,f,1,1,"['email', 'phone']",Private room in rental unit,Private room,1,1,1 shared bath,1,1,5,5
1050000000000000000,https://www.airbnb.com/rooms/1051544181986274174,Renovated Cozy 1920’s Apartment,"The 3- unit property is located in the Delaware neighborhood of Albany. Within walking distance to local restaurants, CVS, an Italian Deli and Emack and Bolio Ice Cream shop for coffee and sweet treats. Has a movie theater and local library around the corner. The Bus line runs right on Delaware avenue. Extremely close to downtown Albany as well as schools (St. Rose, Albany Pharmacy and Albany Law) and hospitals (Albany Medical and St. Peters). <br /><br />A cozy space to rest your head among locals!",31994990,G.G.,26/04/15,"Tampa, FL",within a day,100%,50%,f,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,0,
1050000000000000000,https://www.airbnb.com/rooms/1052381112116173923,Charming Bungalow in Albany!,"Book a stay in New York's capital region! This 2 bed/1 bath home offers everything you need to have a cozy stay in Albany. It features 2 enclosed porches, a private and spacious back yard, a home office for work travelers and intimate living spaces. Whether you are looking for a short getaway, visiting loved ones or traveling for work, this home will have you in close proximity to all of NY state capital's attractions!",52464523,Dashima,27/12/15,"New York, NY",within an hour,100%,81%,f,2,2,"['email', 'phone']",Entire home,Entire home/apt,4,1,1 bath,2,2,4,5
1060000000000000000,https://www.airbnb.com/rooms/1056068682616336229,two private bedrooms near hospitals & schools,Two private bedrooms in spacious home.,20536619,Emily,25/08/14,"Albany, NY",within a few hours,100%,74%,t,5,5,"['email', 'phone']",Private room in home,Private room,3,1.5,1.5 shared baths,2,0,1,5
1060000000000000000,https://www.airbnb.com/rooms/1056469473906808728,"Bonjour, Bienvenue A Chez Pierre",,553112010,Linda,28/12/23,,N/A,N/A,N/A,f,1,1,"['email', 'phone']",Private room in home,Private room,2,1.5,1.5 shared baths,1,1,0,
1060000000000000000,https://www.airbnb.com/rooms/1057932481605319073,Apt,Temp,217818949,Nickolas,28/09/18,"Roselle, NJ",N/A,N/A,100%,f,1,1,['phone'],Shared room in rental unit,Shared room,1,1,1 shared bath,1,1,1,5
1060000000000000000,https://www.airbnb.com/rooms/1061814091773376272,Massive 5BD/4BA 3-Story Duplex @ Downtown Albany,"Stay in our 5-bedroom townhouse nestled in a renovated, historic 200-year-old building located in Albany's serene Pastures neighborhood. Just a short walk from landmarks like the Albany Medical Center, Times Union Center, Empire State Plaza, and vibrant Lark Street. Easy access to I-787, I-90 & I-87. Five queen beds and two queen air mattresses and couches accommodate up to 16. Ideal for large families and groups. Dive into Albany's history with modern comforts.",44434571,Earl,17/09/15,,within an hour,100%,99%,f,7,7,"['email', 'phone']",Entire townhouse,Entire home/apt,16,4,4 baths,5,5,10,4.7
1060000000000000000,https://www.airbnb.com/rooms/1062527013885315764,private twin room prime location,"Hello, thanks for checking out my listing! This is a vintage home with a private twin bedroom. There are two living rooms, dining room, kitchen, an enclosed porch, and an outdoor patio with two seating areas. The back yard is quiet and serene with more wildlife to watch than you might expect in the city! Guest should expect lots of privacy.<br /><br />I work hard to offer a warm, homelike environment for my guests, as well as a safe and clean space. An affectionate cat lives here!",20536619,Emily,25/08/14,"Albany, NY",within a few hours,100%,74%,t,5,5,"['email', 'phone']",Private room in home,Private room,1,1.5,1.5 shared baths,1,1,6,5
1070000000000000000,https://www.airbnb.com/rooms/1072781767409521866,The Bluebird’s Nest,"Your family will be close to everything when you stay at this centrally-located place. In the middle of Albany college town area, where there are bus lines, restaurants and bars. About 1-2 miles in between three colleges, Albany medical, the state buildings and Washington park.",426223840,Antonio,06/10/21,"New York, NY",within an hour,90%,97%,f,2,2,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,3,3,32,4.52
1070000000000000000,https://www.airbnb.com/rooms/1073179963201889958,In the heart of Albany,Enjoy a charming space to work from or come home to after a long day at work at this centrally-located apartment in Albany!,31994990,G.G.,26/04/15,"Tampa, FL",within a day,100%,50%,f,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,1,5
1080000000000000000,https://www.airbnb.com/rooms/1075444056381274297,The Tangerine Door,"Cozy, private house, living room with 50"" smart TV and Wi-Fi access. Off street parking. Newly painted and furnished throughout. Quick Uber/Lyft to historic downtown, dining, Palace Theatre, NYS Museum, Proctors, MVP Arena, The Egg, shopping and local colleges. . 30-minute drive to Saratoga Racecourse & SPAC. Dogs welcome on a leash, the yard is NOT fully fenced. Walk to the dog park. Pots, pans, dishes, glassware, towels and linens provided. Peaceful and centrally-located to many excursions.",542733174,Rebecca,20/10/23,,within an hour,100%,94%,t,1,1,"['email', 'phone']",Entire home,Entire home/apt,5,1,1 bath,2,2,13,4.92
1080000000000000000,https://www.airbnb.com/rooms/1079742757364810916,Lark St Oasis: Parking & Laundry,"Fall in love with Upstate New York when you stay in this 1-bed apt, located in the Historic Center Square neighborhood with washer/dryer and off-street parking. The home is within walking distance to Washington Park, Empire Plaza, and the Institute of History and Art with easy access to the downtown, and countless restaurants, bars, entertainment. <br /><br />The apt is equipped with a comfortable leather sofa, flat-screen/smart TV, a turntable with a mix of records, and Bluetooth speakers.",119340359,Lori,05/03/17,"Albany, NY",within an hour,100%,100%,t,2,4,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,3,1,1 bath,1,2,6,5
1090000000000000000,https://www.airbnb.com/rooms/1090781013234004527,Newly renovated cozy apartment !,The whole group will enjoy easy access to everything from this centrally located place. Enjoy all the eateries around the city. Short distance to all the local hospitals and colleges. Bring your pets as we have a fenced in backyard and quite neighbors !,521669673,Kody,23/06/23,,within an hour,100%,100%,f,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,1,0,
1090000000000000000,https://www.airbnb.com/rooms/1090800410444414860,Work hard and relax !,The whole group will enjoy easy access to everything from this centrally located place. Enjoy all the eateries in the city. Close to all local hospitals and colleges.,521669673,Kody,23/06/23,,within an hour,100%,100%,f,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,0,
1090000000000000000,https://www.airbnb.com/rooms/1091422934956081673,2 bed with parking off Madison,"The whole group will enjoy easy access to everything from this centrally located place. Large kitchen open to living room makes a great space for hanging out while making meals & memories together.  Located on 1st floor so no steps to navigate making it easy to access. First bedroom offers a spacious king size bed. Second bedroom has a queen with everything you need for a relaxing get away. Great value for area. Stay a night, two or more. Here to meet your needs.",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,11,4.55
1090000000000000000,https://www.airbnb.com/rooms/1091500387329731524,Triplex oasis w:parking near MVP,This unique place has a style all its own. Three levels of space all to yourself. Central located in Downtown Albany. Fully stocked kitchen to make meals at home or plenty of near by restaurants to explore. Spacious bedroom with attached bathroom. Work area to get some work done before hanging out to catch up on some Netflix shows. Your home away from home for a night or more of you choose.,232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,27,4.78
1100000000000000000,https://www.airbnb.com/rooms/1097201673425863720,Entire Apartment in Albany NY (1 bedroom).,"Peaceful and centrally-located atmosphere. McDonald’s, Walgreens and Albany Medical center is a 4 minute drive. There’s a laundromat only a minute drive as well as other restaurants and bars close by. Free street parking except on Tuesday or Wednesday, 12-3pm depending on what side of the street you park on.",360806709,Gloria,06/08/20,"Albany, NY",within an hour,100%,94%,f,1,1,['phone'],Entire home,Entire home/apt,2,1,1 bath,1,1,7,4.86
1100000000000000000,https://www.airbnb.com/rooms/1097995825442731795,New Center square studio,"Kick back and relax in this calm, stylish space. Garden level studio just recently updated. Open floor plan offering everything you need to come home after a long day. Great location minutes off of Lark Street. Close to Capital Center, downtown, medical center and more.",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,0,1,21,4.95
1100000000000000000,https://www.airbnb.com/rooms/1100876731732967826,"Homey, Quiet 2BR W/ Washer Dryer",Your family will be close to everything when you stay at this centrally-located place.,152762198,Allen,30/09/17,"Albany, NY",within an hour,100%,99%,t,9,17,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,2,2,10,4.9
1100000000000000000,https://www.airbnb.com/rooms/1102984130027939637,Lovely 1 bedroom across the Park,"Welcome to our lovely 1-bedroom apartment nestled in a quiet residential area of Albany. Just a short stroll from Market 32 and local restaurants, this location is ideal. With St. Rose College nearby, Downtown Albany a 7-minute drive away, 10 minute walk to MVP area, Albany Med just 4 minutes walk, and Saint Peters only 5 minutes driving, convenience is at your fingertips. The apartment is part of a 4-unit house, offering privacy and thick walls for a noise-free environment.",37769478,Erion,07/07/15,"Albany, NY",within an hour,100%,99%,t,12,12,"['email', 'phone']",Entire home,Entire home/apt,2,1,1 bath,1,,29,4.69
1100000000000000000,https://www.airbnb.com/rooms/1104977057298366617,Sunny 2nd Floor Room in Historic Manor Retreat,"Welcome to our charming Airbnb located in the heart of Albany, NY, perfectly situated on the central bus line for easy access to all the city's major attractions. Our accommodation has spacious common areas that invite you to relax and unwind.<br />Discover our expansive yard, an oasis in the city the highlight of which is undoubtedly the massive hot tub.<br />The property is outfitted with an abundance of furniture indoors and out. ABBA House is designed to make your stay as comfortable as possible.",382970529,Thomas,04/01/21,"Albany, NY",within an hour,100%,97%,t,12,19,['phone'],Private room in home,Private room,2,3,3 shared baths,1,1,43,4.95
1110000000000000000,https://www.airbnb.com/rooms/1105303461851883481,Downtown Brownstone with a View!,"Sweeping views of downtown Albany and the NYS Capitol will greet you from the large, southern facing windows to the rear of the house, and a historic church and dog-friendly park from the front. The open floor plan allows for sun-drenched afternoons. Walkable to several restaurants/cafes, Albany Distilling, Nine Pin Cider, Capital Repertory Theatre, & Albany Skyway. Fully equipped kitchen, two large and comfortable bedrooms plus, laundry, treadmill, and off street parking.",14817455,Matt,27/04/14,,within a day,100%,0%,f,1,1,"['email', 'phone']",Entire home,Entire home/apt,4,1,1 bath,2,2,0,
1110000000000000000,https://www.airbnb.com/rooms/1108060100336766656,downtown,Forget your worries in this spacious and serene space.,539608284,Joyhefsiba,29/09/23,,N/A,N/A,55%,f,2,2,"['email', 'phone']",Private room in rental unit,Private room,1,1,1 bath,1,1,0,
1110000000000000000,https://www.airbnb.com/rooms/1111221935683053416,Historical Pastures,"This amazing historical apartment is located in Downtown Albany, near the Palace Theater, MVP Arena, Capital Repertory Theatre, NYS Museums, restaurants, and cafes. 1 free parking permit space and small pet friendly. Amenities includes Keyless entry, Free wifi, Free Laundry on site, a kids Multi-game table, 1 Queen LED lite bed, with a blowup bed and a pull out couch. Please be cautious about parking. Albany City has street cleaning nights that prohibits certain side parking on Sundays & Mondays",418250661,Stephanie,13/08/21,,within an hour,100%,100%,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,5,1,1 bath,1,0,5,4.8
1110000000000000000,https://www.airbnb.com/rooms/1114084795618939736,Apartment in the heart of Albany near Hospitals,"This apartment has all new appliances, Kitchen, bath, floors, electric, plumbing, roof, etc. Property is a 2 Bedrooms and 1 bathroom in a historic two family home located in the sought after historical neighborhood of West Hill. This home is close to major highways, transit and a short distance to Hospitals, SUNY Albany, downtown Albany, and many other amenities…<br /><br />Apartment will  be fully furnished in a few days with all new furniture. Each room will consist of a full size bed, dresser, TV, AC…",32379616,Fabiola,01/05/15,United States,within a day,64%,14%,f,3,6,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,2,1,0,
1120000000000000000,https://www.airbnb.com/rooms/1119691401020641385,Serene 1BR Escape: Walk to Eateries & Parks in ALB,"Entire garden apartment in Albany, New York. Walking distance to restaurants, shops and Washington Park. Situated in the heart of Historic Center Square neighborhood. 15 minute walk or short ride to MVP Arena. Perfect for couples and short getaways, but we welcome longer stays too!",472965048,Matt,02/08/22,,within an hour,100%,84%,t,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,2,3,4.67
1120000000000000000,https://www.airbnb.com/rooms/1119844407084108907,1 bed 1 bath Apartment,"Kick back and relax in this calm, stylish space. With 1 bedroom 1 bath in historical Albany. Across from a community garden located within walking distance of  MVP arena and only 30 mins from Saratoga. This location offers easy highway access and is the perfect stop while staying in Albany!",477328400,Tyler,30/08/22,,within an hour,100%,100%,t,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,1,30,4.97
1120000000000000000,https://www.airbnb.com/rooms/1120212616553191970,"Walkable 1BR Apt w| Fire Pit, Near Empire Plaza!","Charming garden apartment in Albany, New York. Walking distance to restaurants, shops and Washington Park. Located in the heart of the Historic Center Square neighborhood. Perfect for couples and short getaways, but we welcome longer stays too!",472965048,Matt,02/08/22,,within an hour,100%,84%,t,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,2,14,4.79
1120000000000000000,https://www.airbnb.com/rooms/1121699903906738345,Cozy apartment in Albany,Keep it simple at this peaceful and centrally-located place.,1761578,Grant,16/02/12,"New York, NY",within an hour,100%,89%,f,3,6,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,3,4
1120000000000000000,https://www.airbnb.com/rooms/1123231471304541808,"Modern home, King Bed, parking","Perfect place to relax with your family or stopover on a work trip. A quiet, suburban neighborhood that is close enough to everything.<br />5 min drive to UAlbany and St Peter's Hospital.<br />15 min drive to downtown Albany.<br />18 min drive to Albany Int'l Airport.<br />5-10 min drive to plenty of restaurants and pubs.",10279606,Nori,26/11/13,"Albany, NY",within an hour,100%,99%,t,2,3,"['email', 'phone']",Entire townhouse,Entire home/apt,4,1,1 bath,2,0,14,4.71
1120000000000000000,https://www.airbnb.com/rooms/1124558577325015506,Charming 1BR Near Capitol-Dwntwn,"This is a cozy, well appointed garden level apartment in a historical brownstone, directly across from the gate to the Executive Mansion. Full kitchen, laundry en suite, walking distance to the State Capitol and downtown.  Enjoy a stylish experience at this centrally-located place.<br /><br />PLEASE READ THE ENTIRE LISTING BEFORE MESSAGING WITH QUESTIONS. YOU WILL LIKELY FIND THE ANSWERS IN THE LISTING :-)",46312980,Robert,11/10/15,"Albany, NY",within an hour,93%,70%,t,5,6,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,0,2,5
1120000000000000000,https://www.airbnb.com/rooms/1124632058968031818,Modern Duplex - Historical Home,"Modern townhouse across from the Governors mansion. This unique property offers a perfect blend of historic charm and contemporary living in a building that whispers stories of the past.  A city retreat offering a blend of security, and accessibility to the city's key attractions. <br />1,900 sq ft of living space includes a modern living/dining area. A spacious 2nd floor bedroom and separate office and library. Large windows fill the spaces with light and access to a large outdoor yard.",46312980,Robert,11/10/15,"Albany, NY",within an hour,93%,70%,t,5,6,"['email', 'phone']",Entire home,Entire home/apt,2,1.5,1.5 baths,1,0,3,5
1130000000000000000,https://www.airbnb.com/rooms/1128332989288304495,Downtown Albany Vacation Rental - Chic & Walkable!,"Experience the best of Albany from 'Duckies Canopy,' a dog-friendly, 2-bedroom, 1-bath vacation rental perfectly suited for small groups. Ideally located within easy reach of local restaurants, sprawling green spaces, and lively entertainment options, this thoughtfully decorated townhome offers comfort and convenience for your stay. After a day of exploring, you can prepare dinner in the fully equipped kitchen and unwind in the living room with a movie on the Smart TV.",121680792,Evolve,20/03/17,United States,within an hour,100%,99%,f,1208,2310,"['email', 'phone']",Entire townhouse,Entire home/apt,5,,1 bath,2,,3,4.67
1130000000000000000,https://www.airbnb.com/rooms/1128386510439836615,Welcome home travelers,"Peaceful, relaxing yet convenient.  Our 1 bedroom was recently renovated, with custom design, to create an inviting space for you while you travel.  You'll find modern amenities throughout, but also be located in a historic 1880's townhouse across the street from one of Albany's largest parks.  Downtown is only a 5 minute drive away.",502037254,Andrew,20/02/23,,within an hour,100%,83%,f,4,4,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,1,1,2,4
1130000000000000000,https://www.airbnb.com/rooms/1129005873707096339,Walk to Albany Med & Restaurants,"Two bedroom apartment walkable to Albany Medical Center and restaurants on New Scotland Ave. The building houses Albany Med GME students and has a collegial atmosphere conducive for studying, with the ability to pop out for a bite to eat or relax on the porches or in the backyard. The apartment has been maintained with it's original features of hardwood flooring, moldings and radiator heating to keep you cozy-warm in the chilly winters.",30883612,Mary,09/04/15,"Portland, OR",within an hour,100%,98%,t,3,4,"['email', 'phone', 'work_email']",Entire rental unit,Entire home/apt,2,1,1 bath,2,2,0,
1130000000000000000,https://www.airbnb.com/rooms/1131258472427093335,"Modern 2 BR near Hospitals, Colleges, Airport","This 2nd Floor 2BR beauty shines with gleaming hardwoods, a new bathroom, style, pizazz, and so much space (see floor plan in pictures). The primary BR is 14'6""x21'2"" and features a new King sized ""Purple"" gel flex mattress. Recliners in living room; Keurig; laundry; parking for 2. In a fantastic location close to so much that Albany and neighboring counties offer! Less than 10 min to Albany Med, St. Peter's Hospital, downtown Albany, and the MVP Center.",440509865,John,14/01/22,"Albany, NY",within an hour,100%,95%,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,7,4.86
1130000000000000000,https://www.airbnb.com/rooms/1134940445251354534,Calling all travelers,"Keep it simple at this peaceful and centrally-located place. Very spacious apartment close to Albany Medical center, colleges, shopping and eateries. Come stay and relax after a long day of work or school. We have plenty off street parking available.",521669673,Kody,23/06/23,,within an hour,100%,100%,f,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,2,1,1,5
1140000000000000000,https://www.airbnb.com/rooms/1135812630237897119,Cozy Bedrooms in Albany,"This is an apartment building, I am renting a room and you will share the unit with other guest. I will pay utilities. From this central location, guests can get to all mayor highways, restaurants, colleges and Hospitals. Beautiful Central Park, Albany Museum, Empire State Plaza and the historic District is minutes away. Welcome.",522436003,Adriana,27/06/23,,within an hour,80%,50%,f,3,5,['phone'],Private room in rental unit,Private room,1,2,2 shared baths,1,1,0,
1140000000000000000,https://www.airbnb.com/rooms/1136433500940918827,"""The LEO Home"" Private Bedroom One / 1 Full Bath","Welcome to the *LEO* home! Recently renovated 1st floor 4 bedroom apartment. With a shared living room, bathroom, and kitchen. It is only 1 mile from Albany Med and nearby local hospitals. This is a shared<br />accommodation with other professionals. One traveler is allowed per bedroom. AC in the bedroom. BRAND NEW full-size memory foam mattress and new pillows! Each bedroom has blackout curtains. Perfect for night shifters or swing shifts!",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Private room in home,Private room,1,1,1 shared bath,1,1,0,
1140000000000000000,https://www.airbnb.com/rooms/1138989607102299187,Funky space close to MVP center,This unique place has a style all its own. 3 levels of comfort all to yourself. 1/2 bath off kitchen dining area makes it a great entertainment space. All the necessities to make food at home or order in.  Walk up a few steps to livingroom area to chill and catch up on some shows. Third level has spacious bedroom with full bath and walk in closet. Centrally located off highway  within walking distance to MVP center. A designated off street parking space makes it easy to come and go as you please,232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,5,4
1140000000000000000,https://www.airbnb.com/rooms/1141525488442370659,North Allen,"This is an apartment building, and I am renting a room and you will share the unit with other guest. I will pay utilities. From this central location, guests can get to all mayor highways, restaurants, colleges and Hospitals. Beautiful Central Park, Albany Museum, Empire State Plaza and the historic District is minutes away. Welcome. Easy access to hospital AMC and Saint Peter’s<br />Public transportation is available.",522436003,Adriana,27/06/23,,within an hour,80%,50%,f,3,5,['phone'],Private room in guesthouse,Private room,1,,1 bath,1,,0,
1140000000000000000,https://www.airbnb.com/rooms/1142828940864329671,Safe Comfy Cozy 2 bedrooms.,"This spacious and serene apartment in a two-family home, boasts a tranquil ambiance that instantly puts you at ease.  The neutral color palette and ample natural light create a sense of airiness and tranquilly.  The Livingroom features plush loveseat and a cozy rug, perfect for unwinding after a long day outing.  The kitchen is equipped with modern appliances and sleek countertops.  With its spacious layout and serene atmosphere, this space is the perfect home away from home.",574235481,Lavern,25/04/24,,within a few hours,80%,50%,f,1,1,['phone'],Entire home,Entire home/apt,4,,1 bath,2,,4,4
1150000000000000000,https://www.airbnb.com/rooms/1146241260871564965,Larson Green,"Situated on historic Madison Avenue, our property is surrounded by the charm of Albany's rich history and modern amenities. Just steps away from local cafes, restaurants, and boutique shops, you'll experience the true essence of city living. Explore nearby attractions such as the New York State Capitol, MVP Arena, Albany Medical Center , Lark Street and Washington Park, all within easy reach from our doorstep.",233515764,Etem,31/12/18,"Colonie, NY",within an hour,100%,100%,f,4,4,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,3,20,4.6
1150000000000000000,https://www.airbnb.com/rooms/1146352622413555849,491 Washington Ave FL1Rare,"This Unit located close to The College of Saint Rose, U-Albany, Albany Med, Albany Law, and Downtown Albany. This would make for a great property for a perfect night spend or spend a vacation and holiday. Everything Is cleaned tiles got polished with the woodwork Inc multiple amenities' and the free side street parking as well.  All utilities are separate, and this property generates great Impression!",575030103,Rehan,30/04/24,,within an hour,100%,93%,f,2,2,"['email', 'phone', 'work_email']",Private room in rental unit,Private room,1,0.5,Half-bath,1,1,8,5
1150000000000000000,https://www.airbnb.com/rooms/1147092019793504034,Larson Blue,"Larson Blue sits in Albany's vibrant Center Square district, offering easy access to dining, shopping, and entertainment. With excellent public transportation and nearby highways, convenience is at your doorstep. Experience the city's rich cultural scene, diverse dining options, and lively nightlife, all within walking distance. Don't miss out on this perfect blend of historic charm and modern amenities.",233515764,Etem,31/12/18,"Colonie, NY",within an hour,100%,100%,f,4,4,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,3,31,4.68
1150000000000000000,https://www.airbnb.com/rooms/1150611568915810847,Albany historic Washington Park,Enjoy a stylish experience at this centrally-located place.,576083630,Joseph,06/05/24,"Albany, NY",within an hour,100%,100%,f,1,1,"['email', 'phone']",Entire rental unit,Entire home/apt,3,1,1 bath,1,1,6,4.67
1160000000000000000,https://www.airbnb.com/rooms/1158059552251999833,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath","Settle into Albany in your private bedroom at the ""Allen Home"". This newly renovated apartment is perfect for your stay in the capital of NY. The house is in an unbeatable location, with restaurants and stores just around the corner. A few of our favorites are Juniors and Madison Cafe. You can also find a grocery store within walking distance of our location. Free street parking only. Only 1 guest per bedroom.",349460842,Scott,10/06/20,"Albany, NY",within an hour,100%,98%,t,10,10,"['email', 'phone']",Private room in home,Private room,1,1.5,1.5 shared baths,1,1,0,
1160000000000000000,https://www.airbnb.com/rooms/1158239701426064904,Funky loft studio,"Newly renovated studio located in an artsy historic loft building setting. This unit has a cozy living room with build in shelves and ample room to spread out. Further back into the apartment, you will find the queen sized bed, nestled next to oversized windows. There is also a recently renovated bathroom, custom kitchen with decent counter top space. Parking, bike room and community garden/ BBQ on site. Pets welcomed!",502037254,Andrew,20/02/23,,within an hour,100%,83%,f,4,4,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,0,0,0,
1160000000000000000,https://www.airbnb.com/rooms/1160398377613465255,Room in Albany near Hospitals,"Properly is locates in the heart of Albany near Hospitals, clinics and universities. The apartment consist of three bedrooms (two traveling nurses in the other two rooms), living room, dinning room, private porch, kitchen with stainless appliances, washer/dryer installed (in-unit), dishwasher installed under kitchen sink and bathroom.<br /><br />Property is located very close to Hospitals, 4 mins from AMC.<br /><br />Is in the heart of Albany, close to restaurants. Short walk to public transportation.",32379616,Fabiola,01/05/15,United States,within a day,64%,14%,f,3,6,"['email', 'phone']",Private room in home,Private room,1,1,1 shared bath,1,1,0,
